book_id,genres
24283825,fantasy
24283825,paranormal
24283825,romance
24283825,fiction
14350,fiction
14350,fantasy
14350,paranormal
14350,romance
14350,poetry
14350,history
14350,historical fiction
14350,biography
352381,fiction
352381,fantasy
352381,paranormal
352381,poetry
352381,mystery
352381,thriller
352381,crime
352381,history
352381,historical fiction
352381,biography
12985143,young-adult
12985143,fantasy
12985143,paranormal
12985143,romance
12985143,mystery
12985143,thriller
12985143,crime
12985143,fiction
7564251,fantasy
7564251,paranormal
7564251,fiction
7639087,fantasy
7639087,paranormal
7639087,romance
7639087,history
7639087,historical fiction
7639087,biography
7639087,mystery
7639087,thriller
7639087,crime
149864,fantasy
149864,paranormal
149864,fiction
149864,non-fiction
149864,comics
149864,graphic
6696927,fantasy
6696927,paranormal
6696927,fiction
6696927,mystery
6696927,thriller
6696927,crime
490276,fantasy
490276,paranormal
490276,romance
490276,fiction
490276,non-fiction
138452,fantasy
138452,paranormal
138452,comics
138452,graphic
138452,romance
138452,fiction
138452,young-adult
138452,mystery
138452,thriller
138452,crime
40372,fiction
40372,fantasy
40372,paranormal
40372,romance
40376,fantasy
40376,paranormal
40376,fiction
40376,romance
40379,fantasy
40379,paranormal
40379,fiction
40379,romance
40379,young-adult
40379,mystery
40379,thriller
40379,crime
40378,fiction
40378,fantasy
40378,paranormal
40378,romance
40378,young-adult
40378,children
960764,romance
960764,fiction
960764,fantasy
960764,paranormal
10051549,fantasy
10051549,paranormal
10051549,romance
10051549,fiction
249867,fantasy
249867,paranormal
249867,fiction
249867,mystery
249867,thriller
249867,crime
9464129,fantasy
9464129,paranormal
9464129,fiction
9464129,mystery
9464129,thriller
9464129,crime
1918320,fantasy
1918320,paranormal
1918320,young-adult
1918320,fiction
1918320,children
1918320,mystery
1918320,thriller
1918320,crime
1918320,comics
1918320,graphic
20499240,fantasy
20499240,paranormal
20499240,mystery
20499240,thriller
20499240,crime
20499240,fiction
20499240,romance
23280198,fantasy
23280198,paranormal
23280198,young-adult
23280198,fiction
23280198,history
23280198,historical fiction
23280198,biography
23280198,romance
23280198,mystery
23280198,thriller
23280198,crime
13634292,fantasy
13634292,paranormal
13634292,young-adult
13634292,fiction
13634292,children
13634292,mystery
13634292,thriller
13634292,crime
13634292,comics
13634292,graphic
538294,mystery
538294,thriller
538294,crime
538294,fantasy
538294,paranormal
538294,fiction
538294,romance
538294,young-adult
6601257,fantasy
6601257,paranormal
6601257,romance
6601257,fiction
6601257,history
6601257,historical fiction
6601257,biography
20419025,fantasy
20419025,paranormal
20419025,young-adult
20419025,romance
20419025,fiction
20419025,history
20419025,historical fiction
20419025,biography
20419025,mystery
20419025,thriller
20419025,crime
6177426,fantasy
6177426,paranormal
6177426,romance
6177426,fiction
6177424,fantasy
6177424,paranormal
6177424,romance
6177424,fiction
6177425,fantasy
6177425,paranormal
6177425,romance
6177425,fiction
6177425,mystery
6177425,thriller
6177425,crime
6177429,fantasy
6177429,paranormal
6177429,romance
6177429,fiction
6177429,mystery
6177429,thriller
6177429,crime
950866,fantasy
950866,paranormal
950866,mystery
950866,thriller
950866,crime
950866,romance
950866,fiction
29501909,mystery
29501909,thriller
29501909,crime
29501909,fantasy
29501909,paranormal
29501909,young-adult
29501909,children
9421274,fiction
9421274,history
9421274,historical fiction
9421274,biography
9421274,fantasy
9421274,paranormal
9421274,mystery
9421274,thriller
9421274,crime
9421274,young-adult
621697,fantasy
621697,paranormal
621697,fiction
621697,romance
621697,young-adult
621697,mystery
621697,thriller
621697,crime
621697,history
621697,historical fiction
621697,biography
362982,fantasy
362982,paranormal
362982,romance
362982,fiction
362982,young-adult
362981,fantasy
362981,paranormal
362981,romance
362981,fiction
362981,young-adult
438134,fantasy
438134,paranormal
438134,mystery
438134,thriller
438134,crime
438134,history
438134,historical fiction
438134,biography
438134,fiction
438134,romance
13565300,romance
13565300,fantasy
13565300,paranormal
13565300,young-adult
13565300,fiction
9415946,fantasy
9415946,paranormal
9415946,young-adult
9415946,romance
9415946,fiction
12193399,fantasy
12193399,paranormal
12193399,romance
12193399,young-adult
13640908,fantasy
13640908,paranormal
13640908,young-adult
13640908,fiction
13640908,children
15724908,fantasy
15724908,paranormal
15724908,young-adult
15724908,romance
15724908,fiction
15724908,mystery
15724908,thriller
15724908,crime
29241212,fantasy
29241212,paranormal
29241212,young-adult
29241212,fiction
29241212,romance
29241212,children
5988375,fantasy
5988375,paranormal
5988375,romance
5988375,fiction
5988375,history
5988375,historical fiction
5988375,biography
5988375,mystery
5988375,thriller
5988375,crime
32332938,fantasy
32332938,paranormal
32332938,young-adult
32332938,fiction
32332938,history
32332938,historical fiction
32332938,biography
729760,fiction
729760,fantasy
729760,paranormal
3860528,fiction
3860528,fantasy
3860528,paranormal
3860528,romance
3860528,history
3860528,historical fiction
3860528,biography
13589148,fantasy
13589148,paranormal
13589148,fiction
13589148,history
13589148,historical fiction
13589148,biography
13589148,romance
13589148,mystery
13589148,thriller
13589148,crime
13589141,fantasy
13589141,paranormal
13589141,fiction
13589141,history
13589141,historical fiction
13589141,biography
15793077,fantasy
15793077,paranormal
15793077,fiction
15793077,romance
7118679,fantasy
7118679,paranormal
7118679,fiction
7118679,romance
7118679,mystery
7118679,thriller
7118679,crime
7118679,young-adult
2903595,fantasy
2903595,paranormal
2903595,fiction
2903595,young-adult
2903595,history
2903595,historical fiction
2903595,biography
21010919,fantasy
21010919,paranormal
21010919,fiction
29939303,fantasy
29939303,paranormal
29939303,fiction
29939303,young-adult
11738736,fantasy
11738736,paranormal
11738736,fiction
11738736,history
11738736,historical fiction
11738736,biography
537050,fantasy
537050,paranormal
537050,fiction
537050,comics
537050,graphic
537050,young-adult
537052,fantasy
537052,paranormal
537052,fiction
537052,children
537052,young-adult
537052,mystery
537052,thriller
537052,crime
34631931,young-adult
34631931,fantasy
34631931,paranormal
34631931,romance
34631931,fiction
34631931,mystery
34631931,thriller
34631931,crime
16172547,fantasy
16172547,paranormal
16172547,fiction
16172547,young-adult
2269324,fantasy
2269324,paranormal
2269324,romance
27834845,fantasy
27834845,paranormal
27834845,young-adult
27834845,romance
27834845,fiction
18490551,fantasy
18490551,paranormal
18490551,fiction
18490551,history
18490551,historical fiction
18490551,biography
18490551,young-adult
18490551,children
6358975,fiction
6358975,fantasy
6358975,paranormal
6358975,mystery
6358975,thriller
6358975,crime
6358975,history
6358975,historical fiction
6358975,biography
6358975,young-adult
8730060,fantasy
8730060,paranormal
8730060,young-adult
8730060,romance
13221028,fantasy
13221028,paranormal
13221028,children
13221028,young-adult
13221028,fiction
13221027,fantasy
13221027,paranormal
13221027,romance
13221027,young-adult
13221027,fiction
13221027,children
13133307,fantasy
13133307,paranormal
13133307,fiction
13133307,history
13133307,historical fiction
13133307,biography
13133307,mystery
13133307,thriller
13133307,crime
13133307,young-adult
22009092,fiction
22009092,history
22009092,historical fiction
22009092,biography
22009092,fantasy
22009092,paranormal
22009092,mystery
22009092,thriller
22009092,crime
22009092,romance
17155787,fantasy
17155787,paranormal
17155787,young-adult
17155787,romance
17155787,fiction
18307001,fantasy
18307001,paranormal
18307001,young-adult
18307001,fiction
18307001,history
18307001,historical fiction
18307001,biography
18307001,romance
18307001,mystery
18307001,thriller
18307001,crime
10699613,fantasy
10699613,paranormal
10699613,young-adult
10699613,fiction
10699613,romance
51106,fantasy
51106,paranormal
51106,fiction
51106,young-adult
51106,romance
51106,history
51106,historical fiction
51106,biography
51104,fantasy
51104,paranormal
51104,young-adult
51104,fiction
51104,children
51104,romance
51105,fantasy
51105,paranormal
51105,young-adult
51105,fiction
51105,children
6068551,romance
6068551,fiction
6068551,fantasy
6068551,paranormal
6068551,young-adult
93480,romance
93480,fantasy
93480,paranormal
93480,fiction
93480,mystery
93480,thriller
93480,crime
4779934,young-adult
4779934,fantasy
4779934,paranormal
4779934,fiction
4779934,children
4779934,mystery
4779934,thriller
4779934,crime
4779934,history
4779934,historical fiction
4779934,biography
13547250,young-adult
13547250,fantasy
13547250,paranormal
13547250,mystery
13547250,thriller
13547250,crime
13547250,romance
13547250,fiction
10836471,fantasy
10836471,paranormal
10836471,young-adult
10836471,romance
10836471,fiction
10836471,mystery
10836471,thriller
10836471,crime
10836471,history
10836471,historical fiction
10836471,biography
2457253,fantasy
2457253,paranormal
2457253,fiction
2457253,young-adult
2457253,romance
2457253,history
2457253,historical fiction
2457253,biography
587314,fantasy
587314,paranormal
587314,young-adult
587314,fiction
587314,children
587315,fantasy
587315,paranormal
587315,fiction
587315,young-adult
587315,children
587316,fantasy
587316,paranormal
587316,fiction
587316,young-adult
587316,children
587317,fantasy
587317,paranormal
587317,fiction
587317,young-adult
587317,children
587311,young-adult
587311,fantasy
587311,paranormal
587311,children
587311,fiction
587311,mystery
587311,thriller
587311,crime
587312,fantasy
587312,paranormal
587312,fiction
587312,children
587312,young-adult
587312,history
587312,historical fiction
587312,biography
587313,fantasy
587313,paranormal
587313,young-adult
587313,fiction
587313,children
3210670,romance
3210670,fantasy
3210670,paranormal
3210670,history
3210670,historical fiction
3210670,biography
3210670,fiction
34535434,romance
34535434,fantasy
34535434,paranormal
34535434,fiction
8064867,fiction
8064867,fantasy
8064867,paranormal
8064867,mystery
8064867,thriller
8064867,crime
2942523,fantasy
2942523,paranormal
2942523,fiction
29889256,fiction
29889256,fantasy
29889256,paranormal
3432478,young-adult
3432478,fantasy
3432478,paranormal
3432478,fiction
3432478,romance
3432478,mystery
3432478,thriller
3432478,crime
912625,fiction
912625,fantasy
912625,paranormal
912625,mystery
912625,thriller
912625,crime
7743162,fantasy
7743162,paranormal
7743162,fiction
7743162,romance
14415615,fantasy
14415615,paranormal
14415615,young-adult
14415615,romance
68513,fantasy
68513,paranormal
68513,romance
68513,history
68513,historical fiction
68513,biography
68513,fiction
68513,young-adult
274868,fantasy
274868,paranormal
274868,young-adult
274868,fiction
274868,children
274868,romance
274868,history
274868,historical fiction
274868,biography
27133441,fantasy
27133441,paranormal
27133441,young-adult
27133441,fiction
27133441,romance
27133441,history
27133441,historical fiction
27133441,biography
27133441,children
9630640,fantasy
9630640,paranormal
9630640,young-adult
9630640,fiction
9630640,mystery
9630640,thriller
9630640,crime
13623767,fantasy
13623767,paranormal
13623767,children
13623767,fiction
13623767,young-adult
1250251,romance
1250251,fantasy
1250251,paranormal
1250251,fiction
1250251,mystery
1250251,thriller
1250251,crime
1250251,young-adult
2705034,fantasy
2705034,paranormal
2705034,fiction
2705034,young-adult
2705034,romance
6033372,fiction
6033372,fantasy
6033372,paranormal
6033372,poetry
26850355,fantasy
26850355,paranormal
26850355,young-adult
26850355,fiction
26850355,mystery
26850355,thriller
26850355,crime
8484869,fantasy
8484869,paranormal
8484869,young-adult
8484869,fiction
871431,fantasy
871431,paranormal
871431,fiction
871431,young-adult
871431,children
7136307,young-adult
7136307,fantasy
7136307,paranormal
7136307,romance
7136307,fiction
7136307,mystery
7136307,thriller
7136307,crime
17779549,fantasy
17779549,paranormal
17779549,fiction
17779549,romance
3678651,young-adult
3678651,fantasy
3678651,paranormal
3678651,mystery
3678651,thriller
3678651,crime
3678651,fiction
3678651,romance
9477896,fantasy
9477896,paranormal
9477896,young-adult
9477896,fiction
9477896,romance
9477896,children
11145697,fantasy
11145697,paranormal
11145697,romance
11145697,young-adult
11145697,fiction
11051355,fiction
11051355,fantasy
11051355,paranormal
11051355,non-fiction
11051355,comics
11051355,graphic
831874,fiction
831874,fantasy
831874,paranormal
17280155,fantasy
17280155,paranormal
17280155,romance
17280155,fiction
8523840,fantasy
8523840,paranormal
8523840,history
8523840,historical fiction
8523840,biography
8523840,romance
8523840,fiction
8523840,mystery
8523840,thriller
8523840,crime
13564666,fantasy
13564666,paranormal
13564666,romance
13564666,mystery
13564666,thriller
13564666,crime
13564666,fiction
843240,fantasy
843240,paranormal
843240,children
843240,fiction
843240,young-adult
843240,history
843240,historical fiction
843240,biography
7843285,fantasy
7843285,paranormal
7843285,romance
7843285,fiction
7843285,young-adult
16074932,young-adult
16074932,fiction
16074932,fantasy
16074932,paranormal
30971784,fantasy
30971784,paranormal
30971784,young-adult
30971784,fiction
30971784,romance
30971784,history
30971784,historical fiction
30971784,biography
6940494,fantasy
6940494,paranormal
6940494,fiction
6940494,romance
246305,fantasy
246305,paranormal
246305,romance
246305,fiction
23848192,fantasy
23848192,paranormal
23848192,fiction
23848192,history
23848192,historical fiction
23848192,biography
23848192,mystery
23848192,thriller
23848192,crime
60188,fiction
60188,fantasy
60188,paranormal
60188,romance
60188,mystery
60188,thriller
60188,crime
60188,poetry
12701339,fantasy
12701339,paranormal
12701339,young-adult
12701339,fiction
12701339,mystery
12701339,thriller
12701339,crime
12701339,children
12701339,romance
34517748,fantasy
34517748,paranormal
34517748,fiction
8131227,fantasy
8131227,paranormal
8131227,fiction
8131227,mystery
8131227,thriller
8131227,crime
8131227,history
8131227,historical fiction
8131227,biography
8131227,comics
8131227,graphic
189015,fantasy
189015,paranormal
189015,fiction
189015,history
189015,historical fiction
189015,biography
189015,young-adult
17611338,fantasy
17611338,paranormal
17611338,romance
17611338,mystery
17611338,thriller
17611338,crime
17611338,fiction
15709580,fantasy
15709580,paranormal
15709580,romance
15709580,fiction
6953500,romance
6953500,fantasy
6953500,paranormal
6953500,fiction
6953500,young-adult
6953500,mystery
6953500,thriller
6953500,crime
432879,fiction
432879,fantasy
432879,paranormal
432879,history
432879,historical fiction
432879,biography
12973648,young-adult
12973648,fantasy
12973648,paranormal
12973648,children
12973648,fiction
16065751,fantasy
16065751,paranormal
16065751,fiction
16065751,history
16065751,historical fiction
16065751,biography
16065751,romance
16065751,young-adult
16065751,mystery
16065751,thriller
16065751,crime
18050012,fantasy
18050012,paranormal
18050012,fiction
18050012,romance
18050015,young-adult
18050015,fantasy
18050015,paranormal
18050015,romance
18050015,fiction
18050015,mystery
18050015,thriller
18050015,crime
18128488,fiction
18128488,fantasy
18128488,paranormal
18128488,mystery
18128488,thriller
18128488,crime
18128488,history
18128488,historical fiction
18128488,biography
18682784,fantasy
18682784,paranormal
18682784,young-adult
18682784,romance
18682784,fiction
6163754,fantasy
6163754,paranormal
6163754,fiction
6163754,mystery
6163754,thriller
6163754,crime
6163754,romance
6163754,young-adult
17133624,fantasy
17133624,paranormal
17133624,fiction
17133624,young-adult
17133624,children
17133624,mystery
17133624,thriller
17133624,crime
9528174,fantasy
9528174,paranormal
9528174,fiction
29748925,fantasy
29748925,paranormal
29748925,young-adult
29748925,romance
29748925,fiction
29748925,mystery
29748925,thriller
29748925,crime
30139736,fantasy
30139736,paranormal
30139736,comics
30139736,graphic
30139736,fiction
30139736,young-adult
30139736,mystery
30139736,thriller
30139736,crime
30969076,fantasy
30969076,paranormal
30969076,young-adult
30969076,fiction
30969076,romance
21518344,fantasy
21518344,paranormal
21518344,young-adult
21518344,romance
21518344,fiction
21518344,mystery
21518344,thriller
21518344,crime
10646544,romance
10646544,fantasy
10646544,paranormal
10646544,fiction
10646544,mystery
10646544,thriller
10646544,crime
144109,fantasy
144109,paranormal
144109,fiction
144109,romance
5519759,fantasy
5519759,paranormal
5519759,romance
5519759,fiction
15938473,fantasy
15938473,paranormal
15938473,fiction
15938473,history
15938473,historical fiction
15938473,biography
15938473,young-adult
15938473,mystery
15938473,thriller
15938473,crime
15938473,romance
18518522,fantasy
18518522,paranormal
18518522,young-adult
18518522,romance
18518522,mystery
18518522,thriller
18518522,crime
18518522,fiction
18518522,history
18518522,historical fiction
18518522,biography
14296568,fantasy
14296568,paranormal
14296568,romance
14296568,fiction
92918,fantasy
92918,paranormal
92918,fiction
92918,mystery
92918,thriller
92918,crime
8145088,romance
8145088,fantasy
8145088,paranormal
8145088,comics
8145088,graphic
8145088,young-adult
8145088,fiction
8145088,mystery
8145088,thriller
8145088,crime
