,book_id,author_id
203,9626,"[1630.0, 10365.0]"
204,9628,[1630.0]
205,9630,[1630.0]
206,9634,[1630.0]
207,9638,[1630.0]
208,9767,[6379.0]
209,9807,"[155517.0, 4269486.0]"
210,9813,[155517.0]
211,9875,[3299.0]
212,10084,[6587.0]
213,10090,[6587.0]
214,10092,[6587.0]
215,10336,[6781.0]
216,10546,"[4874418.0, 2738900.0, 2847482.0]"
217,10571,"[426944.0, 32349.0]"
218,10572,[346732.0]
219,10607,"[3389.0, 6941.0]"
220,10611,[3389.0]
221,10626,"[3389.0, 6941.0]"
222,10690,"[6988.0, 5918.0]"
223,10750,"[7025.0, 6543253.0]"
224,10897,[7116.0]
225,11127,"[1069006.0, 25523.0]"
226,11129,"[1069006.0, 25523.0]"
227,11134,[1069006.0]
228,11136,"[1069006.0, 25523.0]"
229,11280,[2687.0]
230,11286,[2687.0]
231,11290,[2687.0]
232,11298,"[3354.0, 323598.0]"
233,11306,[7308.0]
234,11308,[7308.0]
235,11310,[7308.0]
236,11311,"[7308.0, 571819.0]"
237,11312,[7308.0]
238,11313,[7308.0]
239,11390,[1630.0]
240,11551,[5244478.0]
241,11552,[5244478.0]
242,11553,[5244478.0]
243,11555,[5244478.0]
244,11557,[5244478.0]
245,11590,[3389.0]
246,11597,[3389.0]
247,11841,[106.0]
248,11843,[106.0]
249,11901,[7577.0]
250,11915,[7581.0]
251,11916,[7581.0]
252,11918,[7581.0]
253,11919,[7581.0]
254,11920,[7581.0]
255,11921,[7581.0]
256,11922,[7581.0]
257,11932,[1067608.0]
258,11933,[1067608.0]
259,11935,"[1067608.0, 25.0]"
260,11938,[1067608.0]
261,12017,[5807106.0]
262,12024,[941441.0]
263,12067,"[1654.0, 1221698.0]"
264,12070,"[1654.0, 1221698.0]"
265,12147,[7717.0]
266,12148,[7717.0]
267,12150,[7717.0]
268,12189,[7742.0]
269,12442,[7717.0]
270,12444,[7717.0]
271,12500,[7941.0]
272,12759,"[1954.0, 159559.0]"
273,12931,[2493.0]
274,12967,[8146.0]
275,13023,"[34933.0, 8164.0, 28120.0]"
276,13139,[3780.0]
277,13152,[3780.0]
278,13196,[8238.0]
279,13345,[8347.0]
280,13349,[8349.0]
281,13350,[8349.0]
282,13444,"[3389.0, 6941.0]"
283,13496,[346732.0]
284,13497,[346732.0]
285,13498,[346732.0]
286,13499,"[346732.0, 579648.0]"
287,13501,"[8454.0, 8455.0, 346732.0]"
288,13506,[8185168.0]
289,13514,"[1113469.0, 41878.0, 202629.0]"
290,13521,"[7025.0, 6543253.0, 17204500.0]"
291,13522,[7025.0]
292,13568,"[8476.0, 362098.0]"
293,13569,"[8476.0, 362098.0]"
294,13570,"[8476.0, 3855795.0]"
295,13571,"[8476.0, 362098.0]"
296,13573,"[8476.0, 362098.0]"
297,13574,"[8476.0, 3855795.0]"
298,13575,"[8476.0, 362098.0]"
299,13576,"[8476.0, 362098.0]"
300,13577,"[8476.0, 362098.0]"
301,13578,"[8476.0, 362098.0]"
302,13579,"[8476.0, 362098.0]"
303,13580,"[8476.0, 362098.0]"
304,13624,"[1378543.0, 16073537.0]"
305,13642,[874602.0]
306,13647,[874602.0]
307,13652,[874602.0]
308,13654,[874602.0]
309,13657,"[874602.0, 730649.0]"
310,13658,[874602.0]
311,13659,[874602.0]
312,13660,"[874602.0, 389991.0]"
313,13661,[874602.0]
314,13662,[874602.0]
315,13664,"[874602.0, 389991.0]"
316,13667,[874602.0]
317,13727,[1977.0]
318,13728,[1977.0]
319,13729,[1977.0]
320,13730,[1977.0]
321,13731,[1977.0]
322,13733,[1977.0]
323,13735,[1977.0]
324,13737,"[8538.0, 6456544.0, 8536.0, 1041777.0, 3855865.0, 8537.0]"
325,13759,[4260.0]
326,13806,[8587.0]
327,13807,[8588.0]
328,13808,"[8588.0, 8589.0]"
329,13809,[8588.0]
330,13810,[8588.0]
331,13811,[8588.0]
332,13812,[8588.0]
333,13813,[8588.0]
334,13814,[8588.0]
335,13815,"[8588.0, 8591.0]"
336,13816,"[8588.0, 14002.0]"
337,13817,[8588.0]
338,13818,[8588.0]
339,13819,"[8588.0, 8593.0]"
340,13821,"[3619.0, 5787645.0]"
341,13824,[3619.0]
342,13827,[3619.0]
343,13829,[8596.0]
344,13830,[8596.0]
345,13831,[8596.0]
346,13832,"[8596.0, 1223.0, 26875.0, 1095924.0, 54475.0, 665641.0, 16908.0, 2794097.0, 25422.0, 127492.0, 66268.0, 8691.0, 33502.0, 168090.0, 128057.0, 3020457.0]"
347,13833,[8596.0]
348,13834,[8596.0]
349,13835,[8596.0]
350,13836,[8596.0]
351,13837,[8596.0]
352,13843,[8597.0]
353,13850,[8605.0]
354,13854,[1023510.0]
355,13878,[8588.0]
356,13881,[8588.0]
357,13888,[6252.0]
358,13890,[6252.0]
359,13891,[6252.0]
360,13895,[6252.0]
361,13920,[8646.0]
362,13922,[8649.0]
363,13923,[8649.0]
364,13925,[8649.0]
365,13926,[8649.0]
366,13927,[8649.0]
367,13928,[8649.0]
368,13929,[8649.0]
369,13931,[8649.0]
370,13978,[8685.0]
371,13979,[8685.0]
372,13980,[8685.0]
373,13981,[8685.0]
374,13982,[8685.0]
375,13983,[8685.0]
376,13986,[8685.0]
377,13987,[8685.0]
378,13990,[8685.0]
379,13992,"[8685.0, 8690.0]"
380,13993,[8685.0]
381,13994,[8685.0]
382,13995,[8685.0]
383,13996,[8685.0]
384,13997,[8685.0]
385,13998,[8685.0]
386,13999,"[8685.0, 8686.0]"
387,14000,[8685.0]
388,14002,"[8685.0, 1967.0, 34861.0, 6256.0, 11508.0, 11759.0, 721481.0, 157655.0, 103053.0, 237175.0, 32916.0, 1223.0, 8690.0, 723397.0, 9694.0, 2772185.0, 2799345.0, 2845578.0, 2905283.0]"
389,14003,[8685.0]
390,14004,[8685.0]
391,14007,"[8685.0, 8690.0]"
392,14009,"[8685.0, 8690.0]"
393,14012,[8685.0]
394,14013,"[8685.0, 8694.0, 8695.0]"
395,14014,[8685.0]
396,14015,[8685.0]
397,14069,[8730.0]
398,14150,[8794.0]
399,14185,[4764.0]
400,14201,[8842.0]
401,14202,[8842.0]
402,14350,"[947.0, 42267.0, 487578.0, 18266.0]"
403,14383,[4428.0]
404,14384,[4428.0]
405,14460,[8988.0]
406,14461,[8988.0]
407,14463,[8988.0]
408,14497,[1221698.0]
409,14498,"[9018.0, 205493.0, 1221698.0]"
410,14501,[1221698.0]
411,14561,[9072.0]
412,14562,[9072.0]
413,14565,[9072.0]
414,14566,[9072.0]
415,14567,[9072.0]
416,14686,"[9172.0, 1221698.0]"
417,14691,"[9172.0, 7780181.0, 4947.0]"
418,14976,"[31253.0, 203791.0]"
419,14977,"[9345.0, 209.0]"
420,14995,[9355.0]
421,14996,[9355.0]
422,14997,[9355.0]
423,15045,[9399.0]
424,15161,"[8842.0, 10763.0]"
425,15177,[9465.0]
426,15216,[10.0]
427,15241,[656983.0]
428,15260,[9516.0]
429,15268,[656983.0]
430,15298,[656983.0]
431,15309,[9550.0]
432,15329,[656983.0]
433,15331,[656983.0]
434,15350,[656983.0]
435,15351,"[656983.0, 9533.0]"
436,15420,[8516.0]
437,15424,[8516.0]
438,15425,[8516.0]
439,15430,[8516.0]
440,15433,[8516.0]
441,15435,[8516.0]
442,15438,[8516.0]
443,15444,[8516.0]
444,15447,[8516.0]
445,15449,[8516.0]
446,15450,[8516.0]
447,15453,[8516.0]
448,15456,[8516.0]
449,15460,[8516.0]
450,15464,[8516.0]
451,15466,[8516.0]
452,15468,[8516.0]
453,15471,[8516.0]
454,15474,[8516.0]
455,15502,[8516.0]
456,15505,[8516.0]
457,15511,[8516.0]
458,15534,[8516.0]
459,15547,[9629.0]
460,15549,[9629.0]
461,15550,[9629.0]
462,15552,[9629.0]
463,15553,[9629.0]
464,15555,[9629.0]
465,15557,[9629.0]
466,15558,[9629.0]
467,15559,[9629.0]
468,15560,[9629.0]
469,15561,[9629.0]
470,15563,[9629.0]
471,15564,[9629.0]
472,15566,[9629.0]
473,15567,[9629.0]
474,15568,[9629.0]
475,15575,[9629.0]
476,15578,[9629.0]
477,15591,"[9637.0, 2686362.0]"
478,15670,[8835.0]
479,15784,[9766.0]
480,15858,[7025.0]
481,15881,"[1077326.0, 2927.0]"
482,16433,[9355.0]
483,16468,"[214.0, 5116.0]"
484,16482,[10082.0]
485,16488,[10082.0]
486,16489,[10082.0]
487,16509,[10082.0]
488,16526,"[2238.0, 30209.0]"
489,16529,[2238.0]
490,16536,[10089.0]
491,16568,"[500.0, 41565.0, 8658.0, 3947.0]"
492,16597,"[10116.0, 4743.0]"
493,16599,"[10116.0, 4743.0]"
494,16600,"[10116.0, 4743.0]"
495,16653,[10147.0]
496,16686,[205.0]
497,16688,[205.0]
498,16690,[205.0]
499,16692,"[656983.0, 9498.0, 9497.0]"
500,16694,"[656983.0, 15513625.0, 9545.0]"
501,16702,[2715.0]
502,16705,[2715.0]
503,16788,[1221698.0]
504,16789,"[9320.0, 1221698.0]"
505,16790,[1221698.0]
506,16793,[1221698.0]
507,16907,"[656983.0, 10269.0]"
508,17005,[10317.0]
509,17055,"[1221698.0, 10763.0]"
510,17061,[1221698.0]
511,17064,"[1221698.0, 10365.0]"
512,17136,"[880695.0, 4449011.0]"
513,17206,[8347.0]
514,17238,"[6988.0, 41007.0]"
515,17240,[6988.0]
516,17245,"[6988.0, 28273.0, 44926.0]"
517,17261,[656983.0]
518,17267,[1069006.0]
519,17315,[10517.0]
520,17316,[10518.0]
521,17320,[10517.0]
522,17327,"[1221698.0, 10763.0, 3201168.0, 2719.0, 38328.0, 10224.0, 3857327.0]"
523,17343,[1069006.0]
524,17477,[10657.0]
525,17683,[10746.0]
526,17707,[4.0]
527,17721,[9629.0]
528,17722,"[8164.0, 180439.0]"
529,17742,[10765.0]
530,17781,[625.0]
531,17861,[8794.0]
532,17864,[8794.0]
533,17867,[8794.0]
534,17944,[3389.0]
535,17998,[10896.0]
536,18003,"[3389.0, 7430.0]"
537,18004,[3389.0]
538,18072,"[3389.0, 7431.0]"
539,18114,[3389.0]
540,18115,[3618.0]
541,18122,[3618.0]
542,18127,"[3389.0, 748899.0]"
543,18128,[3389.0]
544,18130,[106.0]
545,18131,[106.0]
546,18155,[989968.0]
547,18194,"[10991.0, 410354.0, 3122459.0]"
548,18392,[11078.0]
549,18393,[11078.0]
550,18394,[11078.0]
551,18395,[11078.0]
552,18396,[11078.0]
553,18423,"[874602.0, 2966914.0]"
554,18509,"[656983.0, 9545.0]"
555,18510,[656983.0]
556,18511,[656983.0]
557,18512,[656983.0]
558,18513,"[656983.0, 9533.0]"
559,18877,[8587.0]
560,18878,[8732.0]
561,18879,[8732.0]
562,18880,"[8732.0, 11358.0]"
563,18881,[8732.0]
564,18882,[8732.0]
565,18884,"[8732.0, 11358.0]"
566,18886,[4841825.0]
567,18887,[4841825.0]
568,18889,"[4841825.0, 34850.0]"
569,18892,"[4841825.0, 34850.0]"
570,18932,[4260.0]
571,18943,[7025.0]
572,18952,[11390.0]
573,18963,"[656983.0, 9533.0]"
574,18977,"[656983.0, 9533.0]"
575,19126,"[8469.0, 54848.0, 15080169.0, 234377.0]"
576,19140,[11508.0]
577,19179,"[4699102.0, 8994.0]"
578,19180,"[4699102.0, 6890841.0]"
579,19181,[11527.0]
580,19184,"[4699102.0, 6527021.0]"
581,19298,[11586.0]
582,19312,"[410653.0, 190377.0, 230701.0]"
583,19580,[6941.0]
584,19593,[6941.0]
585,19819,[25.0]
586,19821,[25.0]
587,19822,[25.0]
588,19823,[25.0]
589,19852,[31.0]
590,19855,[31.0]
591,19908,[23.0]
592,19909,[23.0]
593,19910,[23.0]
594,19911,"[23.0, 11853.0]"
595,19912,[23.0]
596,19913,[23.0]
597,19914,[23.0]
598,19916,"[23.0, 1429808.0, 11858.0, 11859.0]"
599,19983,[20.0]
600,20002,"[11889.0, 24.0]"
601,20074,"[26.0, 11906.0]"
602,20075,"[26.0, 1948907.0]"
603,20076,"[26.0, 11906.0]"
604,20078,"[26.0, 568312.0]"
605,20082,[26.0]
606,20252,"[56.0, 4845.0]"
607,20343,[12030.0]
608,20929,"[6436872.0, 12300.0, 84604.0, 34861.0, 69803.0, 172490.0, 33502.0, 2779581.0, 11735.0, 1375697.0, 3439391.0, 253624.0, 360591.0, 1223.0, 88608.0, 560014.0, 8591.0, 26354.0]"
609,21059,[8660.0]
610,21060,[12350.0]
611,21061,"[12351.0, 2676580.0, 3510823.0]"
612,21063,"[66700.0, 1627.0, 1996705.0]"
613,21277,[4861.0]
614,21284,[12433.0]
615,21318,[6206.0]
616,21337,"[9355.0, 4845.0, 44554.0]"
617,21353,"[9355.0, 925.0]"
618,21776,[12521.0]
619,21787,[12521.0]
620,21823,[12521.0]
621,22271,[9334.0]
622,22337,[1221698.0]
623,22530,"[1630.0, 44767.0]"
624,22549,[3389.0]
625,22550,[3389.0]
626,22712,"[12949.0, 3524830.0]"
627,22715,[12948.0]
628,22867,[12980.0]
629,22875,[12980.0]
630,22876,[12980.0]
631,22892,[3502.0]
632,22895,[12991.0]
633,22896,[3502.0]
634,22914,"[2938140.0, 2938141.0, 15620.0, 1169504.0, 68038.0, 1715298.0, 79861.0, 461016.0, 287459.0, 69163.0]"
635,22915,"[2938140.0, 2938141.0]"
636,22916,"[2938140.0, 2938141.0, 41878.0, 13013.0]"
637,22917,"[2938140.0, 2938141.0, 283944.0, 2726692.0, 20105.0, 4025890.0, 778357.0]"
638,22918,"[13014.0, 1393991.0]"
639,22930,[4708.0]
640,23218,[11654.0]
641,23224,[11654.0]
642,23225,[11654.0]
643,23236,[11663.0]
644,23239,[11663.0]
645,23241,[11663.0]
646,23242,[11663.0]
647,23244,[11663.0]
648,23249,[13143.0]
649,23340,[6587.0]
650,23399,[11735.0]
651,23454,"[869.0, 868.0]"
652,23506,"[4698899.0, 1945379.0]"
653,23591,"[656983.0, 9533.0, 9545.0]"
654,23596,"[1582.0, 4988270.0, 364195.0, 454151.0, 4633123.0, 18393.0, 51422.0, 708105.0, 29974.0, 684446.0, 2413.0, 33546.0, 16022666.0, 3242.0, 351924.0, 8127.0, 92665.0, 9172.0, 485215.0, 2944392.0, 7935185.0]"
655,23603,[656983.0]
656,23613,"[4699102.0, 656983.0, 9533.0]"
657,23617,"[656983.0, 9497.0, 9498.0]"
658,23653,"[656983.0, 9545.0]"
659,23853,[4497.0]
660,23854,[4497.0]
661,23944,[4462369.0]
662,24087,"[11078.0, 4517970.0]"
663,24088,[11078.0]
664,24093,[8596.0]
665,24094,[8596.0]
666,24213,"[8164.0, 180439.0, 7105.0]"
667,24216,"[8164.0, 180439.0, 1169504.0]"
668,24217,"[8164.0, 180439.0, 368402.0]"
669,24220,"[8164.0, 495248.0, 180439.0]"
670,24233,"[13625.0, 255288.0]"
671,24249,[16391.0]
672,24271,[13652.0]
673,24303,[10105.0]
674,24316,"[13669.0, 188999.0]"
675,24336,[13677.0]
676,24337,[13677.0]
677,24431,[8596.0]
678,24441,[589.0]
679,24626,[12603.0]
680,24703,"[13926.0, 613580.0]"
681,24761,[106.0]
682,24764,[13957.0]
683,24766,[13957.0]
684,24767,[13957.0]
685,24769,[13957.0]
686,24774,"[3618.0, 478703.0]"
687,24777,"[3618.0, 605373.0]"
688,24779,[8924.0]
689,24780,[8924.0]
690,24781,[8924.0]
691,24782,[8924.0]
692,24783,[8924.0]
693,24784,[8924.0]
694,24785,[8924.0]
695,24830,[1630.0]
696,24866,"[26.0, 1948907.0]"
697,24869,[26.0]
698,24870,[26.0]
699,24872,[26.0]
700,24874,"[26.0, 11906.0]"
701,24888,[14004.0]
702,24930,"[7025.0, 605373.0]"
703,24934,"[7025.0, 10664.0]"
704,24937,"[14013.0, 14014.0, 148442.0, 3498741.0]"
705,24938,"[14014.0, 7025.0]"
706,24963,[7308.0]
707,24978,[14032.0]
708,24979,[14032.0]
709,24987,[14032.0]
710,25286,"[14199.0, 613876.0]"
711,25295,[5369.0]
712,25296,[8649.0]
713,25321,[13878.0]
714,25350,[1069006.0]
715,25781,[14454.0]
716,25790,"[9545.0, 18409.0]"
717,25811,[449812.0]
718,26046,[625.0]
719,26049,[625.0]
720,26207,[771.0]
721,26210,[771.0]
722,26212,[771.0]
723,26422,"[4698899.0, 1945379.0]"
724,26426,"[4698899.0, 1945379.0]"
725,26571,[8924.0]
726,26575,[5369.0]
727,26582,"[437669.0, 7577.0]"
728,26689,[8695.0]
729,26690,[8695.0]
730,26999,[4432.0]
731,27000,[4432.0]
732,27001,[4432.0]
733,27002,[4432.0]
734,27003,[4432.0]
735,27005,[4432.0]
736,27266,[15292.0]
737,27689,[15590.0]
738,27692,[15590.0]
739,27712,"[15619.0, 38449.0, 262689.0]"
740,27719,"[15619.0, 3861601.0, 3861602.0, 262690.0, 3861603.0]"
741,28133,[2778055.0]
742,28185,[15872.0]
743,28186,[15872.0]
744,28187,[15872.0]
745,28188,"[15872.0, 465708.0]"
746,28190,[15872.0]
747,28193,"[15873.0, 948969.0, 3861831.0]"
748,28194,"[15873.0, 25355.0]"
749,28195,"[15873.0, 25355.0]"
750,28196,[15873.0]
751,28197,[15873.0]
752,28198,"[15873.0, 6093938.0]"
753,28199,"[15873.0, 3203.0]"
754,28246,[15890.0]
755,28247,[15890.0]
756,28248,[15890.0]
757,28249,[15890.0]
758,28250,[15890.0]
759,28251,[15890.0]
760,28271,"[869.0, 868.0]"
761,28426,[15987.0]
762,28429,[15987.0]
763,28471,"[869.0, 868.0]"
764,28474,[869.0]
765,28477,[869.0]
766,28478,"[869.0, 868.0]"
767,28481,"[869.0, 868.0]"
768,28482,"[869.0, 868.0]"
769,28483,"[869.0, 868.0]"
770,28484,"[869.0, 868.0]"
771,28485,"[869.0, 868.0]"
772,28507,"[869.0, 868.0]"
773,28514,"[869.0, 868.0]"
774,28524,[869.0]
775,28533,"[869.0, 868.0]"
776,28537,[869.0]
777,28539,"[869.0, 868.0, 115156.0, 115155.0, 88017.0, 2912069.0, 184918.0, 5369.0, 53301.0, 32354.0, 6547976.0]"
778,28541,[26.0]
779,28543,[26.0]
780,28547,[26.0]
781,28553,[26.0]
782,28588,"[46138.0, 9226.0, 14032.0, 7415.0, 12534.0, 15188.0, 150432.0, 463665.0]"
783,28615,[7308.0]
784,28650,[15292.0]
785,28660,[8591.0]
786,28671,[8591.0]
787,28677,[16094.0]
788,28687,[6587.0]
789,28689,[6587.0]
790,28691,[6587.0]
791,28692,[6587.0]
792,28693,[6587.0]
793,28694,[6587.0]
794,28695,[6587.0]
795,28698,[6587.0]
796,28725,[8685.0]
797,28729,"[3583.0, 14454.0, 589.0, 8685.0, 8694.0, 10518.0]"
798,28733,[8685.0]
799,28734,[8685.0]
800,28735,[8685.0]
801,28736,[8685.0]
802,28737,"[8685.0, 8690.0]"
803,28759,[8685.0]
804,28760,[8685.0]
805,28762,[8685.0]
806,28799,[16143.0]
807,28807,[3619.0]
808,28850,"[656983.0, 16191.0]"
809,28866,[6268.0]
810,28868,[1069006.0]
811,28873,"[4777916.0, 5169211.0, 179383.0, 50069.0, 475166.0]"
812,28876,[8730.0]
813,29118,"[869.0, 868.0]"
814,29119,"[869.0, 868.0]"
815,29124,"[426944.0, 10831.0]"
816,29127,[1067608.0]
817,29133,[16391.0]
818,29135,[16391.0]
819,29137,[16391.0]
820,29143,[16393.0]
821,29160,"[869.0, 16028.0]"
822,29169,"[869.0, 868.0]"
823,29187,"[869.0, 868.0]"
824,29324,[7993.0]
825,29394,[10746.0]
826,29396,[10746.0]
827,29484,[9550.0]
828,29497,"[16589.0, 16591.0]"
829,29514,[10885.0]
830,29533,[16625.0]
831,29588,[12581.0]
832,29601,[696805.0]
833,29617,[2387.0]
834,29619,"[8840.0, 2387.0]"
835,29623,"[8840.0, 2387.0]"
836,29624,"[8840.0, 2387.0]"
837,29806,"[1069006.0, 13290.0]"
838,29829,[13026.0]
839,29954,[138207.0]
840,29981,[880695.0]
841,30036,[16939.0]
842,30072,[16967.0]
843,30095,[16939.0]
844,30097,[16939.0]
845,30183,"[17015.0, 17010.0]"
846,30186,[17015.0]
847,30187,[17015.0]
848,30189,[7031278.0]
849,30190,[17015.0]
850,30191,[17015.0]
851,30193,[17015.0]
852,30194,[17015.0]
853,30196,[17015.0]
854,30199,"[1429808.0, 90455.0, 17015.0, 48192.0]"
855,30200,[17015.0]
856,30203,"[15708586.0, 17355.0, 544208.0]"
857,30205,"[15708586.0, 17355.0, 544208.0]"
858,30223,[17015.0]
859,30224,[9550.0]
860,30225,[9550.0]
861,30226,[9550.0]
862,30227,[9550.0]
863,30228,[9550.0]
864,30229,[9550.0]
865,30230,[9550.0]
866,30240,[9550.0]
867,30241,[9550.0]
868,30242,[9550.0]
869,30243,[9550.0]
870,30244,[9550.0]
871,30245,[9550.0]
872,30246,[9550.0]
873,30248,[9550.0]
874,30257,[9550.0]
875,30259,[17054.0]
876,30260,[17054.0]
877,30262,[17054.0]
878,30263,[17054.0]
879,30264,[17054.0]
880,30268,"[17054.0, 17059.0, 7581.0, 17060.0]"
881,30269,[17054.0]
882,30271,[9550.0]
883,30273,[9550.0]
884,30274,[9550.0]
885,30279,"[9550.0, 17061.0, 1429808.0, 23.0, 17062.0]"
886,30280,"[17065.0, 625.0, 9550.0, 17063.0, 17064.0]"
887,30281,[9550.0]
888,30282,"[9550.0, 1429808.0, 46540.0, 8110.0]"
889,30288,"[9550.0, 2950834.0, 4154297.0, 8621.0]"
890,30324,[5833.0]
891,30329,[17082.0]
892,30331,[17082.0]
893,30332,[17082.0]
894,30333,[17082.0]
895,30334,[17082.0]
896,30335,[17082.0]
